id	symbol	display_name	current_category	proposed_category	evidence	rationale
149	ABILITY_ILLUSION	Illusion	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4223, src/battle_util.c:8318, src/battle_util.c:8327, src/battle_util.c:8946	Pinned description: Appears as a partner. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
150	ABILITY_IMPOSTER	Imposter	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3135, src/battle_script_commands.c:13503, src/event_object_movement.c:6068	Pinned description: Transforms into the foe. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
151	ABILITY_INFILTRATOR	Infiltrator	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:5382, src/battle_util.c:7538, src/battle_script_commands.c:10412, src/battle_script_commands.c:7805	Pinned description: Passes through barriers. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
152	ABILITY_MUMMY	Mummy	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3972, src/battle_util.c:3977	Pinned description: Spreads with contact. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
153	ABILITY_MOXIE	Moxie	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4553, src/battle_ai_util.c:5841, src/battle_ai_util.c:5897	Pinned description: KOs raise Attack. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
154	ABILITY_JUSTIFIED	Justified	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3894, src/battle_ai_main.c:1309, src/battle_ai_main.c:3698, src/battle_ai_main.c:3820	Pinned description: Dark hits raise Attack. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
155	ABILITY_RATTLED	Rattled	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:1250, src/battle_util.c:3906, src/battle_ai_main.c:1313, src/battle_ai_main.c:3720	Pinned description: Raises Speed when scared. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
156	ABILITY_MAGIC_BOUNCE	Magic Bounce	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:2412, src/battle_move_resolution.c:4241, src/battle_ai_main.c:1330, src/battle_ai_main.c:1369	Pinned description: Reflects status moves. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
157	ABILITY_SAP_SIPPER	Sap Sipper	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2469, src/battle_ai_main.c:3680, src/battle_ai_switch.c:637, src/battle_ai_util.c:5898	Pinned description: Grass increases Attack. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
158	ABILITY_PRANKSTER	Prankster	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_main.c:5038, src/battle_ai_field_statuses.c:434, src/battle_ai_field_statuses.c:447, src/battle_ai_main.c:1392	Pinned description: Status moves go first. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
159	ABILITY_SAND_FORCE	Sand Force	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6679, src/battle_end_turn.c:140, src/battle_ai_field_statuses.c:153, src/battle_ai_switch.c:1595	Pinned description: Powers up in a sandstorm. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
160	ABILITY_IRON_BARBS	Iron Barbs	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4048, src/battle_ai_util.c:1230, src/battle_ai_util.c:1335	Pinned description: Hurts to touch. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
161	ABILITY_ZEN_MODE	Zen Mode	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_end_turn.c:1335	Pinned description: Transforms at half HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
162	ABILITY_VICTORY_STAR	Victory Star	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10486, src/battle_util.c:10520, src/battle_ai_util.c:6173	Pinned description: Raises party accuracy. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
163	ABILITY_TURBOBLAZE	Turboblaze	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3176, src/battle_util.c:4964	Pinned description: Moves hit through abilities. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
164	ABILITY_TERAVOLT	Teravolt	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3168, src/battle_util.c:4963	Pinned description: Moves hit through abilities. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
165	ABILITY_AROMA_VEIL	Aroma Veil	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3960, src/battle_util.c:4216, src/battle_script_commands.c:13242, src/battle_script_commands.c:13278	Pinned description: Prevents limiting of moves. Pinned use affects a secondary contact/status, end-turn recovery, speed after a hit, or accuracy; the live HP/status/stat snapshot captures earlier effects and the ability adds no modifier to this ordinary direct hit.
166	ABILITY_FLOWER_VEIL	Flower Veil	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:5536, src/battle_script_commands.c:7226, src/battle_script_commands.c:7869, src/battle_ai_main.c:1326	Pinned description: Protects Grass-types. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
167	ABILITY_CHEEK_POUCH	Cheek Pouch	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:6573	Pinned description: Eating Berries restores HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
168	ABILITY_PROTEAN	Protean	UNSUPPORTED_DAMAGE_RELEVANT	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:944	Pinned description: Changes type to used move. Pinned damage/type/stat modifier is not reproduced by the embedded calculator; fail closed.
169	ABILITY_FUR_COAT	Fur Coat	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7287, src/battle_util.c:7292	Pinned description: Raises Defense. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
170	ABILITY_MAGICIAN	Magician	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4482	Pinned description: Steals the foe's held item. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
171	ABILITY_BULLETPROOF	Bulletproof	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2489, src/battle_ai_switch.c:650	Pinned description: Avoids some projectiles. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
172	ABILITY_COMPETITIVE	Competitive	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:1205, src/battle_ai_main.c:3738, src/battle_ai_util.c:5858, src/battle_ai_util.c:5870	Pinned description: Lowered stats up Sp. Atk. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
173	ABILITY_STRONG_JAW	Strong Jaw	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6698	Pinned description: Boosts biting moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
174	ABILITY_REFRIGERATE	Refrigerate	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6722, src/battle_main.c:6158	Pinned description: Normal moves become Ice. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
175	ABILITY_SWEET_VEIL	Sweet Veil	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:5475, src/battle_util.c:5479, src/battle_script_commands.c:14949, src/battle_end_turn.c:891	Pinned description: Prevents party from sleep. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
176	ABILITY_STANCE_CHANGE	Stance Change	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_ai_main.c:4924	Pinned description: Transforms as it battles. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
177	ABILITY_GALE_WINGS	Gale Wings	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:5032, src/battle_ai_field_statuses.c:432, src/battle_ai_field_statuses.c:445	Pinned description: Flying moves go first. Pinned priority/contact change can alter terrain blocking, contact-dependent damage, or move outcome; no complete model is available.
178	ABILITY_MEGA_LAUNCHER	Mega Launcher	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6702, src/battle_script_commands.c:12572	Pinned description: Boosts pulse moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
179	ABILITY_GRASS_PELT	Grass Pelt	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7295, src/battle_util.c:7300, src/battle_ai_field_statuses.c:191	Pinned description: Ups Defense in grass. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
180	ABILITY_SYMBIOSIS	Symbiosis	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10176	Pinned description: Passes its item to an ally. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
181	ABILITY_TOUGH_CLAWS	Tough Claws	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6694	Pinned description: Boosts contact moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
182	ABILITY_PIXILATE	Pixilate	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6714, src/battle_main.c:6155	Pinned description: Normal moves become Fairy. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
183	ABILITY_GOOEY	Gooey	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4033	Pinned description: Lowers Speed on contact. Pinned use affects a secondary contact/status, end-turn recovery, speed after a hit, or accuracy; the live HP/status/stat snapshot captures earlier effects and the ability adds no modifier to this ordinary direct hit.
184	ABILITY_AERILATE	Aerilate	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6726, src/battle_main.c:6161	Pinned description: Normal moves become Flying. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
185	ABILITY_PARENTAL_BOND	Parental Bond	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_move_resolution.c:1871, src/battle_ai_util.c:1513, src/battle_ai_util.c:818	Pinned description: Moves hit twice. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
186	ABILITY_DARK_AURA	Dark Aura	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3314, src/battle_util.c:6754	Pinned description: Boosts Dark moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
187	ABILITY_FAIRY_AURA	Fairy Aura	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3322, src/battle_util.c:6755	Pinned description: Boosts Fairy moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
188	ABILITY_AURA_BREAK	Aura Break	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3330, src/battle_util.c:6757	Pinned description: Reverse aura abilities. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
189	ABILITY_PRIMORDIAL_SEA	Primordial Sea	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2120, src/battle_util.c:3535, src/battle_script_commands.c:14813	Pinned description: Summons heavy rain. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
190	ABILITY_DESOLATE_LAND	Desolate Land	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2119, src/battle_util.c:3526, src/battle_script_commands.c:14812	Pinned description: Summons intense sunlight. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
191	ABILITY_DELTA_STREAM	Delta Stream	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2121, src/battle_util.c:3544, src/battle_script_commands.c:14814	Pinned description: Summons strong winds. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
192	ABILITY_STAMINA	Stamina	UNCLASSIFIED	UNCLASSIFIED	src/battle_util.c:3930	Pinned description: Boosts Defense when hit. Unresolved: no source-backed safety decision yet; fail closed.
193	ABILITY_WIMP_OUT	Wimp Out	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10161	Pinned description: Flees at half HP. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
194	ABILITY_EMERGENCY_EXIT	Emergency Exit	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10161	Pinned description: Flees at half HP. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
195	ABILITY_WATER_COMPACTION	Water Compaction	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3918, src/battle_ai_main.c:3606, src/battle_ai_util.c:5921	Pinned description: Water boosts Defense. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
196	ABILITY_MERCILESS	Merciless	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:8038, src/battle_util.c:8116, src/battle_ai_util.c:5005	Pinned description: Criticals poisoned foes. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
197	ABILITY_SHIELDS_DOWN	Shields Down	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:7241, src/battle_ai_main.c:1342	Pinned description: Shell breaks at half HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
198	ABILITY_STAKEOUT	Stakeout	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7052, src/battle_ai_main.c:7028	Pinned description: Stronger as foes switch in. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
199	ABILITY_WATER_BUBBLE	Water Bubble	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:5447, src/battle_util.c:6706, src/battle_util.c:6788, src/battle_util.c:9079	Pinned description: Guards from fire and burns. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
200	ABILITY_STEELWORKER	Steelworker	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6710	Pinned description: Powers up Steel moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
201	ABILITY_BERSERK	Berserk	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3865	Pinned description: Boosts Sp. Atk at low HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
202	ABILITY_SLUSH_RUSH	Slush Rush	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:4952, src/battle_ai_field_statuses.c:160	Pinned description: Raises Speed in Hail/Snow. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
203	ABILITY_LONG_REACH	Long Reach	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:5880, src/battle_util.c:5882, src/battle_ai_util.c:1333, src/battle_ai_util.c:5178	Pinned description: Never makes contact. Pinned priority/contact change can alter terrain blocking, contact-dependent damage, or move outcome; no complete model is available.
204	ABILITY_LIQUID_VOICE	Liquid Voice	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:6382	Pinned description: Makes sound moves Water. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
205	ABILITY_TRIAGE	Triage	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:5049, src/battle_ai_field_statuses.c:433, src/battle_ai_field_statuses.c:446	Pinned description: Healing moves go first. Pinned priority effect can change whether a damaging move is blocked by priority-sensitive field/ability rules; current calculator does not model that interaction.
206	ABILITY_GALVANIZE	Galvanize	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6718, src/battle_main.c:6164	Pinned description: Normal moves turn Electric. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
207	ABILITY_SURGE_SURFER	Surge Surfer	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:4959, src/battle_ai_field_statuses.c:189	Pinned description: Faster on electricity. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
208	ABILITY_SCHOOLING	Schooling	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/data/abilities.h (catalogue only)	Pinned description: Forms a school when strong. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
209	ABILITY_DISGUISE	Disguise	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4436, src/battle_util.c:4437, src/battle_script_commands.c:10423, src/battle_script_commands.c:1411	Pinned description: Decoy protects it once. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
210	ABILITY_BATTLE_BOND	Battle Bond	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4587	Pinned description: Changes form after a KO. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
211	ABILITY_POWER_CONSTRUCT	Power Construct	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_end_turn.c:1329	Pinned description: Cells aid it when weakened. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
212	ABILITY_CORROSION	Corrosion	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:5402	Pinned description: Poisons any type. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
213	ABILITY_COMATOSE	Comatose	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3338, src/battle_util.c:5006, src/battle_util.c:5512, src/battle_util.c:6400	Pinned description: Always drowsing. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
214	ABILITY_QUEENLY_MAJESTY	Queenly Majesty	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_move_resolution.c:1396	Pinned description: Protects from priority. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
215	ABILITY_INNARDS_OUT	Innards Out	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4087	Pinned description: Hurts foe when defeated. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
216	ABILITY_DANCER	Dancer	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4452, src/battle_move_resolution.c:2336, src/battle_move_resolution.c:3826	Pinned description: Dances along with others. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
217	ABILITY_BATTERY	Battery	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6768	Pinned description: Boosts ally's Sp. Atk. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
218	ABILITY_FLUFFY	Fluffy	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7604	Pinned description: Tougher but flammable. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
219	ABILITY_DAZZLING	Dazzling	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_move_resolution.c:1395	Pinned description: Protects from priority. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
220	ABILITY_SOUL_HEART	Soul-Heart	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:14149	Pinned description: KOs raise Sp. Atk. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
221	ABILITY_TANGLING_HAIR	Tangling Hair	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4034	Pinned description: Lowers Speed on contact. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
222	ABILITY_RECEIVER	Receiver	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:14126, src/battle_ai_main.c:3446	Pinned description: Copies ally's ability. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
223	ABILITY_POWER_OF_ALCHEMY	Power Of Alchemy	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:14126	Pinned description: Copies ally's ability. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
224	ABILITY_BEAST_BOOST	Beast Boost	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4558, src/battle_util.c:4566, src/battle_ai_util.c:5842	Pinned description: KOs boost best stat. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
225	ABILITY_RKS_SYSTEM	RKS System	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/data/abilities.h (catalogue only)	Pinned description: Memories change its type. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
226	ABILITY_ELECTRIC_SURGE	Electric Surge	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3414, src/battle_ai_util.c:1969	Pinned description: Field becomes Electric. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
227	ABILITY_PSYCHIC_SURGE	Psychic Surge	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3442, src/battle_ai_util.c:1976	Pinned description: Field becomes weird. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
228	ABILITY_MISTY_SURGE	Misty Surge	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3433, src/battle_ai_util.c:1974	Pinned description: Field becomes misty. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
